  0.508552706598535     
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
   1.00633295051178     
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
   1.50531112949916     
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
