  0.508552706598535     
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
   2.00816579356152     
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
   2.50533842472248     
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
   3.00659279869142     
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
   3.50915241867040     
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
   4.00502746610092     
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
   4.50526285376653     
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity  Infinity
