896396   # RUN STARTED on beskow-login4 Sat Jun 25 16:49:53 CEST 2016
896396  # RUN FINISHED on beskow-login4 Sat Jun 25 16:57:22 CEST 2016
896396   # RUN STARTED on beskow-login4 Sat Jun 25 16:57:22 CEST 2016
896396  # RUN FINISHED on beskow-login4 Sat Jun 25 17:07:39 CEST 2016
896408   # RUN STARTED on beskow-login4 Sat Jun 25 17:46:09 CEST 2016
896408  # RUN FINISHED on beskow-login4 Sat Jun 25 19:04:35 CEST 2016
896421   # RUN STARTED on beskow-login4 Sat Jun 25 19:14:04 CEST 2016
896421  # RUN FINISHED on beskow-login4 Sun Jun 26 02:51:52 CEST 2016
