#---it--------t-------dt-------urms------umax------orms------omax------oum------divu2m-----epsK-----rumax----rhom--
    4600    466.74 1.02E-01 1.448E-03 4.862E-03 1.143E-02 3.824E-02  1.28E-07 2.721E-11 1.307E-09 4.86E-03  1.0000
    4650    471.82 1.02E-01 1.440E-03 4.823E-03 1.136E-02 3.796E-02  1.27E-07 2.450E-11 1.291E-09 4.82E-03  1.0000
    4700    476.90 1.02E-01 1.433E-03 4.781E-03 1.129E-02 3.765E-02  1.26E-07 1.053E-11 1.275E-09 4.78E-03  1.0000
    4750    481.98 1.02E-01 1.425E-03 4.733E-03 1.122E-02 3.731E-02  1.26E-07 2.932E-11 1.259E-09 4.73E-03  1.0000
    4800    487.05 1.02E-01 1.417E-03 4.681E-03 1.115E-02 3.694E-02  1.25E-07 1.647E-11 1.243E-09 4.68E-03  1.0000
    4850    492.13 1.02E-01 1.409E-03 4.628E-03 1.108E-02 3.654E-02  1.24E-07 1.008E-11 1.228E-09 4.63E-03  1.0000
    4900    497.21 1.02E-01 1.402E-03 4.574E-03 1.101E-02 3.612E-02  1.23E-07 2.243E-11 1.213E-09 4.57E-03  1.0000
    4950    502.29 1.02E-01 1.394E-03 4.523E-03 1.095E-02 3.567E-02  1.22E-07 1.462E-11 1.198E-09 4.52E-03  1.0000
    5000    507.37 1.02E-01 1.387E-03 4.507E-03 1.088E-02 3.519E-02  1.21E-07 1.437E-11 1.183E-09 4.51E-03  1.0000
    5050    512.45 1.02E-01 1.379E-03 4.489E-03 1.081E-02 3.470E-02  1.20E-07 1.223E-11 1.169E-09 4.49E-03  1.0000
    5100    517.53 1.02E-01 1.372E-03 4.464E-03 1.075E-02 3.418E-02  1.18E-07 1.201E-11 1.155E-09 4.46E-03  1.0000
    5150    522.61 1.02E-01 1.364E-03 4.435E-03 1.068E-02 3.365E-02  1.17E-07 1.488E-11 1.141E-09 4.44E-03  1.0000
    5200    527.69 1.02E-01 1.357E-03 4.405E-03 1.062E-02 3.310E-02  1.16E-07 8.105E-12 1.127E-09 4.41E-03  1.0000
    5250    532.76 1.02E-01 1.350E-03 4.423E-03 1.055E-02 3.254E-02  1.15E-07 1.184E-11 1.113E-09 4.42E-03  1.0000
    5300    537.84 1.02E-01 1.343E-03 4.435E-03 1.049E-02 3.197E-02  1.13E-07 1.365E-11 1.100E-09 4.44E-03  1.0000
    5350    542.92 1.02E-01 1.336E-03 4.443E-03 1.042E-02 3.139E-02  1.12E-07 4.779E-12 1.086E-09 4.44E-03  1.0000
    5400    548.00 1.02E-01 1.329E-03 4.445E-03 1.036E-02 3.095E-02  1.11E-07 1.020E-11 1.073E-09 4.44E-03  1.0000
    5450    553.08 1.02E-01 1.322E-03 4.443E-03 1.030E-02 3.078E-02  1.10E-07 1.182E-11 1.061E-09 4.44E-03  1.0000
    5500    558.16 1.02E-01 1.315E-03 4.439E-03 1.024E-02 3.058E-02  1.08E-07 5.933E-12 1.048E-09 4.44E-03  1.0000
    5550    563.24 1.02E-01 1.308E-03 4.430E-03 1.017E-02 3.036E-02  1.07E-07 7.874E-12 1.035E-09 4.43E-03  1.0000
    5600    568.32 1.02E-01 1.301E-03 4.416E-03 1.011E-02 3.015E-02  1.06E-07 7.176E-12 1.023E-09 4.42E-03  1.0000
    5650    573.40 1.02E-01 1.294E-03 4.398E-03 1.005E-02 3.034E-02  1.05E-07 9.717E-12 1.011E-09 4.40E-03  1.0000
    5700    578.48 1.02E-01 1.288E-03 4.376E-03 9.994E-03 3.052E-02  1.04E-07 6.550E-12 9.988E-10 4.38E-03  1.0000
    5750    583.56 1.02E-01 1.281E-03 4.353E-03 9.934E-03 3.069E-02  1.02E-07 3.657E-12 9.869E-10 4.35E-03  1.0000
    5800    588.64 1.02E-01 1.274E-03 4.326E-03 9.875E-03 3.085E-02  1.01E-07 9.815E-12 9.752E-10 4.33E-03  1.0000
    5850    593.71 1.02E-01 1.268E-03 4.296E-03 9.817E-03 3.099E-02  1.00E-07 4.957E-12 9.637E-10 4.30E-03  1.0000
    5900    598.79 1.02E-01 1.261E-03 4.262E-03 9.759E-03 3.112E-02  9.92E-08 3.820E-12 9.524E-10 4.26E-03  1.0000
    5950    603.88 1.02E-01 1.255E-03 4.225E-03 9.701E-03 3.124E-02  9.82E-08 7.234E-12 9.411E-10 4.22E-03  1.0000
    6000    608.96 1.02E-01 1.248E-03 4.187E-03 9.644E-03 3.135E-02  9.73E-08 4.898E-12 9.301E-10 4.19E-03  1.0000
    6050    614.04 1.02E-01 1.242E-03 4.149E-03 9.587E-03 3.145E-02  9.63E-08 5.264E-12 9.192E-10 4.15E-03  1.0000
    6100    619.12 1.02E-01 1.236E-03 4.106E-03 9.531E-03 3.154E-02  9.55E-08 4.220E-12 9.084E-10 4.11E-03  1.0000
    6150    624.20 1.02E-01 1.229E-03 4.062E-03 9.475E-03 3.162E-02  9.46E-08 4.721E-12 8.978E-10 4.06E-03  1.0000
    6200    629.28 1.02E-01 1.223E-03 4.016E-03 9.420E-03 3.169E-02  9.38E-08 4.711E-12 8.873E-10 4.02E-03  1.0000
    6250    634.36 1.02E-01 1.217E-03 3.970E-03 9.365E-03 3.174E-02  9.31E-08 2.323E-12 8.770E-10 3.97E-03  1.0000
    6300    639.44 1.02E-01 1.211E-03 3.923E-03 9.310E-03 3.179E-02  9.24E-08 4.950E-12 8.668E-10 3.92E-03  1.0000
    6350    644.52 1.02E-01 1.205E-03 3.876E-03 9.256E-03 3.182E-02  9.17E-08 4.626E-12 8.567E-10 3.88E-03  1.0000
    6400    649.61 1.02E-01 1.199E-03 3.877E-03 9.202E-03 3.184E-02  9.10E-08 1.670E-12 8.468E-10 3.88E-03  1.0000
    6450    654.69 1.02E-01 1.193E-03 3.897E-03 9.149E-03 3.185E-02  9.04E-08 3.913E-12 8.370E-10 3.90E-03  1.0000
    6500    659.77 1.02E-01 1.187E-03 3.912E-03 9.096E-03 3.185E-02  8.99E-08 4.300E-12 8.273E-10 3.91E-03  1.0000
    6550    664.86 1.02E-01 1.181E-03 3.923E-03 9.043E-03 3.184E-02  8.93E-08 2.366E-12 8.178E-10 3.92E-03  1.0000
    6600    669.94 1.02E-01 1.175E-03 3.931E-03 8.991E-03 3.181E-02  8.88E-08 2.431E-12 8.084E-10 3.93E-03  1.0000
    6650    675.02 1.02E-01 1.169E-03 3.934E-03 8.939E-03 3.178E-02  8.84E-08 2.707E-12 7.991E-10 3.93E-03  1.0000
