     t         kpm        kmax       Hmax       ksec       Hsec        Hp         Hm         HHp       HHm        HH0      mu5rms    mu5rms_ts  mu5m_ts      EMag       HMag      xiMag      xiHel
6.50438e+00  0.00000e+00  3.30000e+01  0.00000e+00  4.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  6.87655e-04 -9.01212e-09  1.11005e-02  2.55892e-02
7.00472e+00  0.00000e+00  3.30000e+01  0.00000e+00  4.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  6.44648e-04 -8.61831e-09  1.11756e-02  2.54097e-02
7.50476e+00  0.00000e+00  3.30000e+01  0.00000e+00  4.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  6.06000e-04 -8.53671e-09  1.12478e-02  2.56250e-02
8.00259e+00  0.00000e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  5.71081e-04 -8.73214e-09  1.13174e-02  2.60319e-02
8.50400e+00  0.00000e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  5.38986e-04 -8.97445e-09  1.13864e-02  2.72180e-02
9.00448e+00  0.00000e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  5.09823e-04 -9.12727e-09  1.14549e-02  2.48260e-02
9.50386e+00  0.00000e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  4.82829e-04 -9.04499e-09  1.15205e-02  2.41711e-02
1.00048e+01  4.41221e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  4.58077e-04 -8.63204e-09  1.15872e-02  2.39105e-02
1.05031e+01 -8.78431e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  4.35218e-04 -8.39820e-09  1.16514e-02  2.37672e-02
1.10027e+01 -1.36481e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  4.13952e-04 -8.20545e-09  1.17163e-02  2.43736e-02
1.15030e+01 -4.44444e-01  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  3.94191e-04 -8.06643e-09  1.17799e-02  2.29234e-02
1.20034e+01 -2.57310e-01  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  3.75799e-04 -7.99168e-09  1.18420e-02  2.24272e-02
1.25030e+01 -4.45361e-01  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  3.58555e-04 -7.64952e-09  1.19031e-02  2.25038e-02
1.30051e+01 -1.10383e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  3.42361e-04 -7.30476e-09  1.19642e-02  2.26442e-02
1.35047e+01 -2.26054e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  3.27380e-04 -6.90194e-09  1.20260e-02  2.14669e-02
1.40048e+01 -3.15929e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  3.13229e-04 -6.39117e-09  1.20859e-02  2.16188e-02
1.45050e+01 -3.68182e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.99952e-04 -6.17977e-09  1.21454e-02  2.18545e-02
1.50048e+01 -5.58823e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.87459e-04 -5.89952e-09  1.22043e-02  2.12842e-02
1.55031e+01 -1.36341e+01  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.75679e-04 -5.84315e-09  1.22623e-02  2.06695e-02
1.60045e+01 -7.83744e+01  3.30000e+01  0.00000e+00  3.80000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.64553e-04 -5.64426e-09  1.23220e-02  2.07000e-02
1.65050e+01 -4.08751e+01  3.30000e+01  0.00000e+00  3.80000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.54101e-04 -5.39799e-09  1.23780e-02  1.99662e-02
1.70031e+01 -9.44117e+00  3.30000e+01  0.00000e+00  3.80000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.44217e-04 -4.97216e-09  1.24368e-02  1.91480e-02
1.75030e+01 -3.96710e+00  3.30000e+01  0.00000e+00  3.80000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.34760e-04 -4.62427e-09  1.24897e-02  1.84141e-02
1.80049e+01 -2.42553e+00  3.30000e+01  0.00000e+00  3.80000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.25825e-04 -4.25920e-09  1.25461e-02  1.76135e-02
1.85042e+01 -1.89831e+00  3.30000e+01  0.00000e+00  3.80000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.17342e-04 -4.21462e-09  1.25993e-02  1.66395e-02
1.90040e+01 -1.78462e+00  3.30000e+01  0.00000e+00  3.80000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.09373e-04 -3.77907e-09  1.26553e-02  1.55845e-02
1.95044e+01 -1.66197e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.01699e-04 -3.52087e-09  1.27077e-02  1.51219e-02
2.00028e+01 -1.24138e+00  3.30000e+01  0.00000e+00  3.80000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.94460e-04 -3.20529e-09  1.27596e-02  1.41421e-02
2.05027e+01 -8.25688e-01  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.87586e-04 -3.06639e-09  1.28137e-02  1.34733e-02
2.10043e+01 -5.53846e-01  3.30000e+01  0.00000e+00  3.80000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.80909e-04 -2.82246e-09  1.28616e-02  1.34956e-02
2.15045e+01 -4.53901e-01  3.30000e+01  0.00000e+00  3.80000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.74644e-04 -2.68035e-09  1.29142e-02  1.37478e-02
2.20029e+01 -4.44444e-01  3.30000e+01  0.00000e+00  3.80000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.68689e-04 -2.39125e-09  1.29659e-02  1.33009e-02
2.25035e+01 -4.52055e-01  3.30000e+01  0.00000e+00  3.80000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.62948e-04 -2.22189e-09  1.30160e-02  1.30399e-02
2.30037e+01 -4.56376e-01  3.30000e+01  0.00000e+00  3.80000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.57483e-04 -2.02836e-09  1.30655e-02  1.30163e-02
2.35041e+01 -4.66667e-01  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.52228e-04 -1.95963e-09  1.31140e-02  1.28912e-02
2.40028e+01 -6.32353e-01  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.47255e-04 -1.76370e-09  1.31630e-02  1.24130e-02
2.45033e+01 -8.57143e-01  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.42478e-04 -1.51076e-09  1.32119e-02  1.18719e-02
2.50047e+01 -9.81819e-01  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.37892e-04 -1.46690e-09  1.32610e-02  1.18366e-02
2.55028e+01 -9.81481e-01  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.33496e-04 -1.50464e-09  1.33072e-02  1.25329e-02
2.60029e+01 -1.14286e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.29325e-04 -1.61003e-09  1.33555e-02  1.37521e-02
2.65039e+01 -1.97102e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.25264e-04 -1.78683e-09  1.34029e-02  1.53829e-02
2.70051e+01 -7.04000e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.21376e-04 -1.93256e-09  1.34478e-02  1.65193e-02
2.75044e+01  2.55000e+01  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.17671e-04 -1.93634e-09  1.34962e-02  1.69364e-02
2.80049e+01  8.25191e+00  3.30000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.14108e-04 -2.06397e-09  1.35399e-02  1.80232e-02
2.85029e+01  5.27570e+00  2.10000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.10700e-04 -2.12364e-09  1.35873e-02  1.90969e-02
2.90049e+01  3.32620e+00  2.10000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.07390e-04 -2.07127e-09  1.36338e-02  1.97695e-02
2.95038e+01  2.37815e+00  2.10000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.04232e-04 -2.08737e-09  1.36798e-02  2.08226e-02
3.00030e+01  0.00000e+00  2.10000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.01196e-04 -2.06663e-09  1.37245e-02  2.14069e-02
3.05043e+01  0.00000e+00  2.10000e+01  0.00000e+00  5.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  9.82581e-05 -2.05108e-09  1.37709e-02  2.08697e-02
3.10048e+01  0.00000e+00  2.10000e+01  0.00000e+00  4.20000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  9.54276e-05 -2.08880e-09  1.38167e-02  2.07305e-02
3.15049e+01  0.00000e+00  3.30000e+01  0.00000e+00  4.20000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  9.27108e-05 -2.03448e-09  1.38617e-02  2.00516e-02
3.20032e+01  0.00000e+00  3.30000e+01  0.00000e+00  4.20000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  9.01040e-05 -2.02640e-09  1.39082e-02  1.98997e-02
3.25030e+01  0.00000e+00  3.30000e+01  0.00000e+00  4.20000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  8.75823e-05 -1.94854e-09  1.39535e-02  1.95642e-02
3.30034e+01  0.00000e+00  2.10000e+01  0.00000e+00  4.20000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  8.51509e-05 -1.81773e-09  1.39979e-02  1.88784e-02
3.35054e+01  0.00000e+00  2.10000e+01  0.00000e+00  4.20000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  8.27957e-05 -1.71130e-09  1.40430e-02  1.86093e-02
3.40036e+01  0.00000e+00  2.10000e+01  0.00000e+00  4.20000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  8.05453e-05 -1.55534e-09  1.40870e-02  1.78431e-02
3.45050e+01  0.00000e+00  2.10000e+01  0.00000e+00  4.20000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  7.83420e-05 -1.46421e-09  1.41311e-02  1.77541e-02
3.50046e+01  0.00000e+00  2.10000e+01  0.00000e+00  4.20000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  7.62471e-05 -1.34052e-09  1.41719e-02  1.77350e-02
3.55046e+01  0.00000e+00  2.10000e+01  0.00000e+00  4.20000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  7.42106e-05 -1.28654e-09  1.42130e-02  1.76244e-02
3.60047e+01  0.00000e+00  2.10000e+01  0.00000e+00  4.20000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  7.22433e-05 -1.22418e-09  1.42545e-02  1.74613e-02
3.65050e+01  0.00000e+00  2.10000e+01  0.00000e+00  4.20000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  7.03499e-05 -1.13127e-09  1.42951e-02  1.72279e-02
3.70053e+01  0.00000e+00  2.10000e+01  0.00000e+00  4.20000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  6.85044e-05 -1.18292e-09  1.43355e-02  1.79804e-02
3.75051e+01  0.00000e+00  2.10000e+01  0.00000e+00  4.20000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  6.67257e-05 -1.11506e-09  1.43745e-02  1.79683e-02
3.80050e+01  0.00000e+00  3.30000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  6.50075e-05 -1.07196e-09  1.44132e-02  1.87077e-02
3.85055e+01  0.00000e+00  3.30000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  6.33407e-05 -1.03223e-09  1.44517e-02  1.86898e-02
3.90055e+01  0.00000e+00  3.30000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  6.17465e-05 -1.03258e-09  1.44898e-02  1.85079e-02
3.95037e+01  0.00000e+00  2.10000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  6.01981e-05 -1.08308e-09  1.45269e-02  1.98674e-02
4.00055e+01  0.00000e+00  3.30000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  5.86827e-05 -1.08761e-09  1.45660e-02  2.02494e-02
4.05033e+01  0.00000e+00  2.10000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  5.72237e-05 -1.04068e-09  1.46055e-02  2.05579e-02
4.10037e+01  0.00000e+00  2.10000e+01  0.00000e+00  5.70000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  5.58093e-05 -1.05807e-09  1.46431e-02  2.13390e-02
4.15031e+01  0.00000e+00  3.30000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  5.44498e-05 -1.01486e-09  1.46806e-02  2.16094e-02
4.20036e+01  0.00000e+00  2.10000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  5.31228e-05 -9.94984e-10  1.47206e-02  2.15778e-02
4.25042e+01  0.00000e+00  2.10000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  5.18314e-05 -1.02773e-09  1.47579e-02  2.17422e-02
4.30044e+01  0.00000e+00  2.10000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  5.05822e-05 -9.75781e-10  1.47969e-02  2.17477e-02
4.35035e+01  0.00000e+00  2.10000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  4.93864e-05 -9.52834e-10  1.48339e-02  2.21192e-02
4.40055e+01  0.00000e+00  2.10000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  4.82070e-05 -8.96994e-10  1.48729e-02  2.15599e-02
4.45045e+01  0.00000e+00  2.10000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  4.70702e-05 -8.51491e-10  1.49114e-02  2.06235e-02
4.50034e+01  0.00000e+00  2.10000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  4.59725e-05 -7.92702e-10  1.49476e-02  1.95806e-02
4.55047e+01  0.00000e+00  2.10000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  4.48939e-05 -6.97713e-10  1.49891e-02  1.81134e-02
4.60032e+01  0.00000e+00  2.10000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  4.38646e-05 -6.20956e-10  1.50259e-02  1.68273e-02
4.65047e+01  0.00000e+00  2.10000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  4.28607e-05 -6.12499e-10  1.50647e-02  1.63350e-02
4.70032e+01  0.00000e+00  2.10000e+01  0.00000e+00  3.60000e+01 -0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00 -0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  4.18827e-05 -5.31341e-10  1.51053e-02  1.57023e-02
