#---it--------t-------dt-------urms------umax------orms------omax------oum-------abm-------jbm-------brms------bmax------jrms------jmax-----divu2m-----epsK------epsM-----rumax----rhom-----bmx-------bmy-------bmz----
     200      0.23 9.97E-04 2.689E-01 1.812E+00 3.944E+01 4.099E+02  3.19E-01  1.50E-02  1.08E+00 5.702E-01 2.082E+00 7.248E+01 1.081E+03 1.481E+02 8.754E-03 2.627E-02 2.40E+00  0.9841 1.308E-01 1.381E-01 1.394E-01
     210      0.24 1.06E-03 2.661E-01 1.736E+00 3.891E+01 3.515E+02  3.00E-01  1.50E-02  1.04E+00 5.675E-01 1.746E+00 7.196E+01 1.123E+03 1.406E+02 8.489E-03 2.589E-02 2.11E+00  0.9837 1.308E-01 1.380E-01 1.394E-01
     220      0.25 1.05E-03 2.633E-01 1.661E+00 3.840E+01 3.322E+02  2.84E-01  1.50E-02  1.01E+00 5.649E-01 1.733E+00 7.144E+01 1.099E+03 1.338E+02 8.240E-03 2.552E-02 1.95E+00  0.9834 1.307E-01 1.380E-01 1.394E-01
     230      0.26 9.75E-04 2.606E-01 1.601E+00 3.790E+01 3.268E+02  2.69E-01  1.50E-02  9.80E-01 5.624E-01 1.883E+00 7.092E+01 1.052E+03 1.274E+02 8.002E-03 2.515E-02 2.06E+00  0.9831 1.306E-01 1.379E-01 1.393E-01
     240      0.27 1.12E-03 2.579E-01 1.652E+00 3.740E+01 3.403E+02  2.54E-01  1.50E-02  9.51E-01 5.600E-01 1.895E+00 7.040E+01 9.950E+02 1.212E+02 7.770E-03 2.478E-02 1.88E+00  0.9827 1.305E-01 1.379E-01 1.393E-01
     250      0.28 1.08E-03 2.551E-01 1.524E+00 3.691E+01 3.476E+02  2.41E-01  1.50E-02  9.22E-01 5.575E-01 1.951E+00 6.985E+01 1.017E+03 1.151E+02 7.540E-03 2.440E-02 1.76E+00  0.9824 1.304E-01 1.378E-01 1.393E-01
     260      0.29 1.14E-03 2.523E-01 1.398E+00 3.640E+01 4.019E+02  2.28E-01  1.50E-02  8.94E-01 5.550E-01 1.737E+00 6.927E+01 9.711E+02 1.089E+02 7.308E-03 2.399E-02 2.11E+00  0.9821 1.304E-01 1.377E-01 1.392E-01
     270      0.30 1.12E-03 2.495E-01 1.307E+00 3.591E+01 3.815E+02  2.16E-01  1.50E-02  8.67E-01 5.526E-01 1.752E+00 6.871E+01 1.014E+03 1.033E+02 7.092E-03 2.361E-02 2.48E+00  0.9818 1.303E-01 1.377E-01 1.392E-01
     280      0.31 1.08E-03 2.467E-01 1.617E+00 3.542E+01 3.161E+02  2.04E-01  1.50E-02  8.42E-01 5.502E-01 1.825E+00 6.813E+01 1.105E+03 9.788E+01 6.878E-03 2.321E-02 2.19E+00  0.9815 1.302E-01 1.376E-01 1.392E-01
     290      0.33 1.18E-03 2.442E-01 1.532E+00 3.499E+01 3.542E+02  1.94E-01  1.50E-02  8.21E-01 5.481E-01 1.714E+00 6.760E+01 9.468E+02 9.343E+01 6.691E-03 2.285E-02 1.78E+00  0.9812 1.301E-01 1.376E-01 1.392E-01
